type,cat_no,title_id,artist,title,label,distributor,release_date,subgenre,NRA,average_sales,exclusive,sales_from_previous_release,downloads,featured,review_status,approved,block_coming_soon,releases_3_months,releases_12_months,sales_3_months,sales_12_months,ranklabel,pre_order,pre_order_count,label_email_alerts,artist_email_alerts,,,
Single,CM 016,6682495,Calystarr,Overdrive,Club Mackan,LabelWORX,18/07/2024 00:00,Disco/Nu Disco/Re-Edits,0,2.2,N,7.07,0,N,None,Y,N,3,8,8.12,35.07,63,Y,0,,5,,,
Single,HBR 116,6683835,Mr Breaks,Turn It Up,Hertz Bass,LabelWORX,19/07/2024 00:00,Breakbeat,0,4.47,N,0,0,N,None,Y,N,4,18,0.99,23.2,63,Y,0,6,8,,,
Compilation,406724 8202081,6678857,Various,Pump Up The NRG,vBEAT,Dance All Day Musicvertriebs GmbH,13/07/2024 00:00,Euro/pop dance,0,3.5,N,3.15,0,N,None,Y,Y,9,10,15.15,28.19,63,N,0,5,,,,
Single,MRR 156,6691948,Paul Render/AngelGround (Col),Distortion XR,Merien,Create Music Group,15/07/2024 00:00,Techno,0,0.28,N,0,0,N,None,Y,Y,53,117,14.16,35.64,63,N,0,1,0,,,
Album,DEEPCLUB 0375,6653232,Moon Ademar,Neon Nebula,Deepclub,Proton LLC,18/07/2024 00:00,Techno,0,0.14,N,0,0,N,None,Y,Y,272,337,50.88,51.88,63,N,0,,0,,,
Compilation,NURMUSIK 0442,6623466,Various,Resonance,Nurmusik,Proton LLC,13/07/2024 00:00,Minimal/tech house,0,0.1,N,0,0,N,None,Y,Y,279,464,19.79,42.35,63,N,0,2,,,,
Single,TRD 068,6682436,Black&Forth,Once Again,That's Right Dawg Music,LabelWORX,18/07/2024 00:00,Funky/vocal/disco/club house,0,0.56,N,0,0,N,None,Y,N,12,37,7.48,18.44,63,Y,0,1,0,,,
Single,DAMU 008,6647470,Kollektiv Ost/Stephan Zovsky,What A Day,Datscha Music,Music Mail,19/07/2024 00:00,Deep house,0,5.29,N,3.09,0,N,None,Y,Y,2,4,9.56,10.75,63,N,0,,2,,,
Single,TSO 083,6683607,Phonk D,Vida Boa,Tree Sixty One,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,3.43,N,2.44,0,N,None,Y,N,1,3,0,4.64,63,Y,0,4,35,,,
Single,TUFF 045,6694721,Tuff Love Dubs,3rd Person Narrator / ACID NRG,Tuff Love Dubs,Symphonic Distribution LLC,19/07/2024 00:00,UK/old school/happy hardcore/nu rave,0,24.68,N,40.62,0,N,None,Y,Y,1,1,0,0.99,63,N,0,9,0,,,
Single,ES- 3222,6694189,Kumar/The 18th Parallel,World Wide Love,Easy Star,IDOL,19/07/2024 00:00,Dub,0,0.74,N,0,0,N,None,Y,Y,8,20,2.51,10.58,63,N,0,17,1,,,
Single,XR 0206,6628155,FOY,Fool For You,Xclusive,Symphonic Distribution LLC,18/07/2024 00:00,Deep house,0,0.48,N,0,0,N,None,Y,Y,19,44,2.48,10.46,63,Y,0,1,0,,,
Single,DLREC 011,6686780,GFX,Old Sounds,Deadline,Music Mail,19/07/2024 00:00,Techno,0,4.89,N,0,0,N,None,Y,Y,4,10,22.79,73.38,63,N,0,3,1,,,
Single,KAL 140,6670314,HAWK/Brais,Don't You Tell Me,Kallias,Zebralution,19/07/2024 00:00,Minimal/tech house,0,3.52,N,0,0,N,None,Y,Y,10,29,4.66,20.38,63,N,0,12,2,,,
Compilation,NURMUSIK 0485,6654312,Various,Neon Nova,Nurmusik,Proton LLC,16/07/2024 00:00,Minimal/tech house,0,0.1,N,0,0,N,None,Y,Y,279,464,19.79,42.35,63,N,0,2,,,,
Single,JRDSF 001,6666602,ckb,Accents Tribute Remix Album,Juuz,Create Music Group,13/07/2024 00:00,Minimal/tech house,0,2.57,N,1.47,0,N,None,Y,Y,6,18,5.56,50.53,63,N,0,2,1,,,
Single,MRR 158,6694617,Spri7e,Smalls Buds,Merien,Create Music Group,17/07/2024 00:00,Experimental/Electronic,0,0.28,N,0,0,N,None,Y,Y,53,117,14.16,35.64,63,N,0,1,0,,,
Compilation,NURMUSIK 0511,6654342,Various,Analog Ascension,Nurmusik,Proton LLC,13/07/2024 00:00,Minimal/tech house,0,0.1,N,0,0,N,None,Y,Y,279,464,19.79,42.35,63,N,0,2,,,,
Single,LMTRAX 272,6696194,Leonardus,Bellisimo,LM Trax,LabelWORX,19/07/2024 00:00,Disco/Nu Disco/Re-Edits,0,2.95,N,0,0,N,None,Y,N,16,37,0.99,13.38,63,Y,0,6,13,,,
Compilation,DEEPCLUB 0287,6620157,Various,Cyber Groove Galaxy,Deepclub,Proton LLC,13/07/2024 00:00,Minimal/tech house,0,0.14,N,0,0,N,None,Y,Y,272,337,50.88,51.88,63,N,0,,,,,
Album,DEEPCLUB 0340,6653106,Zehn Blaster,Cosmic Energy,Deepclub,Proton LLC,15/07/2024 00:00,Minimal/tech house,0,0.14,N,5.96,0,N,None,Y,Y,272,337,50.88,51.88,63,N,0,,0,,,
Single,CVR 219,6690533,Numa Gomez,Syncparty EP,Clover,LabelWORX,19/07/2024 00:00,Minimal/tech house,0,1.97,N,0,0,N,None,Y,N,3,10,1.58,11.63,63,Y,0,2,0,,,
Compilation,NURMUSIK 0487,6654314,Various,Neon Nightlife,Nurmusik,Proton LLC,18/07/2024 00:00,Deep house,0,0.1,N,0,0,N,None,Y,Y,279,464,19.79,42.35,63,N,0,2,,,,
Single,TDR 219,6628075,Pedro Costa,Something,Tonic D,Create Music Group,19/07/2024 00:00,Minimal/tech house,0,2.01,N,0,0,N,None,Y,Y,19,40,0,16.7,63,N,0,6,4,,,
Single,S2D 0018,6492325,Kings With Hearts,Target Located,Step2 Dark,AMP Suite Ltd,19/07/2024 00:00,UK Funky/4 4 Garage/2 Step,0,1.42,N,5.48,0,N,None,Y,N,10,26,32.73,39.71,63,Y,0,1,1,,,
Single,TAZ 345,6686872,Giovanni Iglesias,A Late Night Swim,Tazmania,LabelWORX,19/07/2024 00:00,Deep house,0,0.9,N,0,0,N,None,Y,N,10,31,3.72,39.57,63,Y,0,4,0,,,
Single,DIG 160979,6677560,Daybreakers/Radio Company,Quarter To (Remix),Submental Germany,YOMU Distribution,19/07/2024 00:00,Progressive house,0,1.45,N,0,0,N,None,Y,N,15,27,15.15,35.19,63,Y,0,1,0,,,
Single,FM 0124,6677627,DJ PIZZINI,Tribalisbon,Full Moon,LabelWORX,15/07/2024 00:00,Techno,0,0.37,N,0,0,N,None,Y,Y,8,43,4.3,11.76,63,N,0,2,1,,,
Single,ES 025,6679283,Baime & Jepe,Aleric,Eastern Standard,Paradise Entertainment & Distribution GmbH,19/07/2024 00:00,Progressive house,0,1.83,N,6.36,0,N,None,Y,N,5,14,7.38,31.52,63,N,0,2,0,,,
Single,MIC 064,6677618,Robsessive,Ocean Water,Microdrive,LabelWORX,15/07/2024 00:00,Minimal/tech house,0,2.43,N,0,0,N,None,Y,N,3,9,0,2.88,63,Y,0,5,1,,,
Compilation,NURMUSIK 0450,6634366,Various,Hype 50,Nurmusik,Proton LLC,13/07/2024 00:00,Deep house,0,0.1,N,0,0,N,None,Y,Y,279,464,19.79,42.35,63,N,0,2,,,,
Album,NURMUSIK 0455,6654278,Japongua,Digital Dominion,Nurmusik,Proton LLC,16/07/2024 00:00,Minimal/tech house,0,0.1,N,0,0,N,None,Y,Y,279,464,19.79,42.35,63,N,0,2,0,,,
Single,RW 54,6661438,Federico Epis,Sapphire,Reworck,Proton LLC,18/07/2024 00:00,Deep house,0,6.19,N,1.69,0,N,None,Y,Y,2,7,6.96,44.27,63,N,0,13,3,,,
Single,S2D 0026,6539749,K COLE,Broken Arrow,Step2 Dark,AMP Suite Ltd,19/07/2024 00:00,Drum & Bass,0,1.42,N,16.57,0,N,None,Y,Y,10,26,32.73,39.71,63,N,0,1,1,,,
Album,DEEPCLUB 0373,6653140,Morfettifus,Make You Sweat,Deepclub,Proton LLC,16/07/2024 00:00,Techno,0,0.14,N,0,0,N,None,Y,Y,272,337,50.88,51.88,63,N,0,,0,,,
Single,ROU 209,6681656,Vadim Shantor,City Nights,Rough Division,LabelWORX,17/07/2024 00:00,Breakbeat,1,6.98,N,0,0,N,None,Y,N,9,16,25.16,36.2,63,Y,0,3,3,,,
Single,DB 032,6656211,Akeem Raphael,What's The Move?,Discobox,Create Music Group,19/07/2024 00:00,Deep house,0,1.25,N,0,0,N,None,Y,Y,9,32,25.62,40.02,63,N,0,6,10,,,
Album,DEEPCLUB 0342,6653108,Vox Dialect,Cyber City,Deepclub,Proton LLC,17/07/2024 00:00,Minimal/tech house,0,0.14,N,0,0,N,None,Y,Y,272,337,50.88,51.88,63,N,0,,0,,,
Single,MUS 091,6651920,ETen,Take My Hand,INU Musika,Proton LLC,19/07/2024 00:00,Minimal/tech house,0,0.38,N,0,0,N,None,Y,Y,20,43,11.85,31.83,63,N,0,1,0,,,
Single,AROS 0190,6640975,Steve Meyer,Sharped Desire,AROS Music,Proton LLC,19/07/2024 00:00,Uplifting/progressive trance,0,0.32,N,2.15,0,N,None,Y,Y,22,83,5.49,38.53,63,N,0,2,0,,,
Compilation,NURMUSIK 0488,6654315,Various,New Balance,Nurmusik,Proton LLC,19/07/2024 00:00,Deep house,0,0.1,N,0,0,N,None,Y,Y,279,464,19.79,42.35,63,N,0,2,,,,
Compilation,DEEPCLUB 0324,6631363,Various,Zenith,Deepclub,Proton LLC,13/07/2024 00:00,Minimal/tech house,0,0.14,N,0,0,N,None,Y,Y,272,337,50.88,51.88,63,N,0,,,,,
Single,MR 081C ,6671694,Mohtiv,Are You Ready For Me,Municipal Recordings,InGrooves,19/07/2024 00:00,Deep house,0,0.35,N,0,0,N,None,Y,Y,23,71,8.45,31,63,N,0,,0,,,
Single,GBH 060,6662688,Kamadev/Felix E/Michael Ritter/Joe Fisher,Late Checkout 02,Grey Bar Hotel,Proton LLC,19/07/2024 00:00,Minimal/tech house,0,1.13,N,0,0,N,None,Y,Y,4,10,1.61,13.27,63,N,0,4,2,7,,
Single,AR 364,6685858,Realm of House feat La Nena,Mi Llanto,Arawakan,LabelWORX,18/07/2024 00:00,Funky/vocal/disco/club house,0,0.2,N,0,0,N,None,Y,N,10,40,9.16,28.06,63,Y,0,4,0,,,
Single,LMTRAX 273,6696191,Crocetti,Face,LM Trax,LabelWORX,19/07/2024 00:00,Techno,0,2.95,N,0,0,N,None,Y,N,16,37,0.99,13.38,63,Y,0,6,0,,,
Compilation,NURMUSIK 0414,6621556,Various,Good Insid,Nurmusik,Proton LLC,14/07/2024 00:00,Balearic/Downtempo,0,0.1,N,0,0,N,None,Y,Y,279,464,19.79,42.35,63,N,0,2,,,,
Single,MRR 157,6693073,Albaricoque,Escuchando Textos,Merien,Create Music Group,15/07/2024 00:00,Balearic/Downtempo,0,0.28,N,0,0,N,None,Y,Y,53,117,14.16,35.64,63,N,0,1,0,,,
Single,MASSA 22,6683852,Drama.efx,AGNTS Machine E.P.,Massa,LabelWORX,19/07/2024 00:00,Electro house/electroclash,0,2.14,N,0,0,N,None,Y,N,2,3,7.7,33.63,63,Y,0,1,0,,,
Single,MRR 159,6693076,Regeltarif,Club Barcelona,Merien,Create Music Group,16/07/2024 00:00,Techno,0,0.28,N,0,0,N,None,Y,Y,53,117,14.16,35.64,63,N,0,1,0,,,
Compilation,NURMUSIK 0451,6634367,Various,Next 2 U,Nurmusik,Proton LLC,14/07/2024 00:00,Deep house,0,0.1,N,0,0,N,None,Y,Y,279,464,19.79,42.35,63,N,0,2,,,,
Single,MRR 161,6694867,John Lunn,Sooner Or Later,Merien,Create Music Group,18/07/2024 00:00,Minimal/tech house,0,0.28,N,0,0,N,None,Y,Y,53,117,14.16,35.64,63,N,0,1,0,,,
Single,POL 026,6660804,Yamil,Broke In Pieces,Pieces Of Life,The Orchard,19/07/2024 00:00,Funky/vocal/disco/club house,0,5.14,N,0,0,N,None,Y,Y,2,6,8.24,22.03,63,Y,0,3,21,,,
Compilation,DEEPCLUB 0317,6620559,Various,Make You Sweat,Deepclub,Proton LLC,13/07/2024 00:00,Minimal/tech house,0,0.14,N,0,0,N,None,Y,Y,272,337,50.88,51.88,63,N,0,,,,,
Compilation,NURMUSIK 0484,6654311,Various,Neon Nirvana,Nurmusik,Proton LLC,15/07/2024 00:00,Disco/Nu Disco/Re-Edits,0,0.1,N,0,0,N,None,Y,Y,279,464,19.79,42.35,63,N,0,2,,,,
Compilation,PNPN 0316,6665897,Various,Stargate,Panapana,Proton LLC,15/07/2024 00:00,Psychedelic trance/goa trance,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,,,,
Single,CS 032,6604352,Kristoff MX,Ghana Funk,Club Selections,Proton LLC,19/07/2024 00:00,Deep house,0,1.09,N,0,0,N,None,Y,Y,8,11,1.19,4.49,64,N,0,2,7,,,
Album,PNPN 0283,6665663,Rick Brisant,Groove Machine,Panapana,Proton LLC,18/07/2024 00:00,Minimal/tech house,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,0,,,
Single,CSRS 05,6691850,DJ Prim,Adaptation,CommonSense,Create Music Group,15/07/2024 00:00,Techno,0,0.89,N,0,0,N,None,Y,Y,4,14,8.08,17.27,64,N,0,2,1,,,
Single,MAIS063S 1,6672656,Snakeskin/Julia Sabra/Fadi Tabbal,Sunburst,Mais Um,Kudos Records,17/07/2024 00:00,Indie/Alternative,0,1.2,N,0,0,N,None,Y,N,6,17,13.27,21.88,64,Y,0,,0,,,
Compilation,PNPN 0319,6665900,Various,Siren,Panapana,Proton LLC,19/07/2024 00:00,Psychedelic trance/goa trance,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,,,,
Single,AT 012,6689378,Survival,This Is The Dancehall / Viper,Audio Tactics,IDOL,19/07/2024 00:00,Drum & Bass,0,20.53,N,40.94,0,N,None,Y,Y,2,2,41.06,41.06,64,Y,0,8,79,,,
Single,CFLOW 134,6604348,CABAL (PL),Mermaids,Creatus Flow,Proton LLC,19/07/2024 00:00,Progressive house,0,0.38,N,0,0,N,None,Y,Y,41,90,21.52,48.03,64,N,0,,0,,,
Single,CSR 020,6690902,Piero Ceraolo,New Strain,CommonSense,Create Music Group,14/07/2024 00:00,Techno,0,0.89,N,0,0,N,None,Y,Y,4,14,8.08,17.27,64,N,0,2,1,,,
Single,CAT 1105364,6695128,Mauro Kiu/Franco Deracco/Emaxx Cost,Omega (Adrian Braga Space Mix),Three Sounds,Symphonic Distribution LLC,13/07/2024 00:00,Deep house,0,0.98,N,0,0,N,None,Y,Y,13,41,4.11,9.77,64,N,0,1,0,,,
Single,FD 001,6684251,3KM,Monsoon,Fevah,LabelWORX,19/07/2024 00:00,Uplifting/progressive trance,0,7.15,N,2.55,0,N,None,Y,N,1,1,3.17,9.5,64,Y,0,4,0,,,
Single,PDM 028,6683933,Partners In Dance,This Is My LIfe,Play Da Music,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,1.1,N,0,0,N,None,Y,N,21,30,21.03,32.87,64,Y,0,,0,,,
Single,WP0018E ,6660496,Alex Lauthals,Vente Pa (Extended Mix),What's Poppin,Music Mail,19/07/2024 00:00,Funky/vocal/disco/club house,0,1.87,N,0,0,N,None,Y,Y,5,14,3.18,33.87,64,N,0,3,1,,,
Single,STRANGE085/01Z ,6665586,Raumakustik,The Sound,Strangelove,Toolroom Records,19/07/2024 00:00,Minimal/tech house,0,4.53,N,0,0,N,None,Y,N,8,17,3.54,15.99,64,Y,0,11,31,,,
Single,ETR 448,6617252,Pleasure Seeker,Vacant,Epic Tones,InGrooves,18/07/2024 00:00,Deep house,0,0.22,N,2.1,0,N,None,Y,Y,18,56,13.44,49.82,64,Y,0,6,0,,,
Compilation,PNPN 0255,6665605,Various,Circuit Eclipse,Panapana,Proton LLC,19/07/2024 00:00,Minimal/tech house,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,,,,
Single,PDM 027,6683943,Top Gunz,Better Than Yours,Play Da Music,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,1.1,N,0,0,N,None,Y,N,21,30,21.03,32.87,64,Y,0,,0,,,
Single,NVS 272,6691757,Sean Norvis/Mirel Cipu/EVVE,As Vrea Sa Te,Norvis Music,LabelWORX,19/07/2024 00:00,Techno,0,1.4,N,0,0,N,None,Y,N,11,43,0,21.25,64,Y,0,2,0,,,
Single,CYM573E ,6683854,ERIICE feat Jethro,Far Away From Me,ChillYourMind,LabelWORX,19/07/2024 00:00,Euro/pop dance,0,0.21,N,0,0,N,None,Y,Y,48,128,6.76,32.51,64,N,0,,0,,,
Single,ANS 186,6666555,Stardate/Kaybee,Set Yourself Free (Remix),Afrinative Soul,Symphonic Distribution LLC,19/07/2024 00:00,Funky/vocal/disco/club house,0,1.27,N,0,0,N,None,Y,Y,7,17,2.49,10.6,64,Y,0,3,2,,,
Album,PNPN 0281,6665660,Simon Vigorito,Good Insid,Panapana,Proton LLC,15/07/2024 00:00,Minimal/tech house,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,0,,,
Compilation,PNPN 0237,6624953,Various,Good Insid,Panapana,Proton LLC,14/07/2024 00:00,Techno,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,,,,
Single,WIRLIX 808,6683679,Silone/BlvckBullet,Kingdom,Wirlix,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,0.07,N,0,0,N,None,Y,N,82,323,5.95,30.81,64,Y,0,1,0,,,
Single,NSHT 026,6668384,Manu Fuentes,Lorey,NouShit!,Music Mail,19/07/2024 00:00,Minimal/tech house,0,1.62,N,0,0,N,None,Y,Y,3,7,0,13.27,64,N,0,1,3,,,
Single,LFR 019,6666067,Randy De Silva,Sound Of Dream,La Foresta Recordings,Proton LLC,19/07/2024 00:00,Progressive house,0,1.86,N,0,0,N,None,Y,Y,5,18,11.52,33.57,64,N,0,1,1,,,
Single,CYM544E ,6684143,Lust.,Million Little Stars,ChillYourMind,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,0.21,N,0,0,N,None,Y,Y,48,128,6.76,32.51,64,N,0,,0,,,
Single,CYM 578,6683683,Vic Laos,I Can't Help Falling In Love With You,ChillYourMind,LabelWORX,19/07/2024 00:00,Euro/pop dance,0,0.21,N,0,0,N,None,Y,Y,48,128,6.76,32.51,64,N,0,,0,,,
Single,GRD 032,6686542,Information Ghetto,Tdk90,Goodro Digital,AMP Suite Ltd,17/07/2024 00:00,Minimal/tech house,0,1.43,N,0,0,N,None,Y,N,4,17,15.8,40.61,64,N,0,4,8,,,
Single,P4A 053,6648718,VERLE,The Witch's Curse,Psy4Aliens,Create Music Group,19/07/2024 00:00,Psychedelic trance/goa trance,0,1.79,N,0,0,N,None,Y,Y,8,21,6.66,22.04,64,N,0,,0,,,
Album,PNPN 0209,6624924,Josh Cotto,Circuit City,Panapana,Proton LLC,14/07/2024 00:00,Minimal/tech house,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,0,,,
Compilation,PNPN 0253,6665602,Various,Circuit City,Panapana,Proton LLC,17/07/2024 00:00,Minimal/tech house,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,,,,
Single,CAT 1075099,6641329,Don Jon,Virtual Vixen,Deep Tech Lab,Symphonic Distribution LLC,15/07/2024 00:00,Minimal/tech house,0,1.2,N,0,0,N,None,Y,Y,9,26,0,6.33,64,N,0,4,0,,,
Single,824833 069375,6684336,Slightly Famous Somebodies,Set In Stone,Tasty Goody,Soulspazm,19/07/2024 00:00,Rock,0,1.21,N,0,0,N,None,Y,Y,18,37,24.08,44.92,64,Y,0,1,0,,,
Compilation,PNPN 0318,6665899,Various,Shift,Panapana,Proton LLC,17/07/2024 00:00,Psychedelic trance/goa trance,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,,,,
Compilation,DELIGHTREC 012,6664173,Various,This Is Delight Records 2024,Delight,Cygnus Music Ltd.,19/07/2024 00:00,Drum & Bass,0,3.29,N,3.57,0,N,None,Y,N,2,6,5.27,18.57,64,Y,0,,,,,
Single,DDR 066,6693009,Various,DDR066,Drift Deeper Recordings,LabelWORX,19/07/2024 00:00,Techno,0,1.01,N,0,0,N,None,Y,N,1,8,0,8.59,64,Y,0,2,,,,
Compilation,PNPN 0254,6665604,Various,Circuit Surge,Panapana,Proton LLC,18/07/2024 00:00,Minimal/tech house,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,,,,
Single,TUNESD 027,6684182,Herbie Hatchback,Quebra Essa,Tunes Delivery,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,1.29,N,0,0,N,None,Y,N,16,28,17.79,36.25,64,Y,0,1,0,,,
Single,LOUDKULTDIV 925,6671159,Sleepy Turtle/Samuel Vasell/Desert Date feat WOXX,A Travers Des Vallees,LoudKult Div,Believe International,19/07/2024 00:00,Deep house,0,0.15,N,0,0,N,None,Y,Y,37,224,8.64,34.48,64,N,0,3,0,,,
Single,GAME 269,6662399,Gabriel Robella/Miami Alien,My Melody,Gameroom,Black Hole Recordings,19/07/2024 00:00,Euro/pop dance,0,0.16,N,0,0,N,None,Y,Y,15,51,2.4,22.45,64,Y,0,1,0,,,
Compilation,PNPN 0317,6665898,Various,Sunset In Ibiza,Panapana,Proton LLC,16/07/2024 00:00,Psychedelic trance/goa trance,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,,,,
Single,WIRLIX 743,6683836,Winter._.Made,Music Is Only Love,Wirlix,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,0.07,N,0,0,N,None,Y,N,82,323,5.95,30.81,64,Y,0,1,0,,,
Compilation,PNPN 0321,6670045,Various,Best Of Panapana,Panapana,Proton LLC,19/07/2024 00:00,Deep house,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,,,,
Compilation,PNPN 0251,6665597,Various,Candyland,Panapana,Proton LLC,15/07/2024 00:00,Minimal/tech house,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,,,,
Single,FIGURA 440,6695673,Rom Ivak,Total Madness,Figura Music,AMP Suite Ltd,19/07/2024 00:00,Minimal/tech house,0,0.23,N,0,0,N,None,Y,N,16,63,0,5.06,64,Y,0,4,0,,,
Single,INST 023,6683958,C Razey,Perception EP,Instytut,LabelWORX,19/07/2024 00:00,Techno,0,2.49,N,0,0,N,None,Y,Y,3,19,4.1,57.35,64,N,0,3,0,,,
Single,DPR 998,6612113,3kStatic feat Electric Pink Love,Plasticity 6,dPulse Recordings,The Orchard,19/07/2024 00:00,Minimal/tech house,0,8.21,N,0,0,N,None,Y,Y,6,7,10.86,41.11,64,N,0,18,0,,,
Single,MANDEEP 077,6684144,Stereotype Essentials,Gestures Of Hope,Manual Deep,LabelWORX,19/07/2024 00:00,Deep house,0,0.27,N,0,0,N,None,Y,N,5,17,2.98,10.1,64,Y,0,3,0,,,
Single,ANS 188,6671669,TONECS,Chances & Spaces,Afrinative Soul,Symphonic Distribution LLC,18/07/2024 00:00,Deep house,0,1.27,N,0,0,N,None,Y,Y,7,17,2.49,10.6,64,Y,0,3,0,,,
Single,RZG 232,6642388,Joe Fisher,Fishing Box XIII,Rezongar Music,Proton LLC,19/07/2024 00:00,Progressive house,0,1.15,N,0,0,N,None,Y,Y,6,16,3.51,11.85,64,N,0,3,7,,,
Single,WIRLIX 813,6683921,Orion Giant,4AM,Wirlix,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,0.07,N,0,0,N,None,Y,N,82,323,5.95,30.81,64,Y,0,1,0,,,
Single,WCR 0192,6669233,Paul Was,Lunar,Warrior City,Proton LLC,19/07/2024 00:00,Minimal/tech house,0,0.19,N,0,0,N,None,Y,Y,11,41,3.57,11.13,64,N,0,,0,,,
Single,PLX 270,6672933,Strana 03,Traveller,Plexus Music,Proton LLC,19/07/2024 00:00,Funky/vocal/disco/club house,0,4.51,N,0,0,N,None,Y,Y,10,21,0,3.54,64,N,0,5,0,,,
Single,TSR 059,6673675,BRKN DWN,Stone Cold Flow,Triple Seven Recordings,Create Music Group,19/07/2024 00:00,Breakbeat,0,0.41,N,0,0,N,None,Y,Y,15,46,12.15,25.16,64,N,0,3,0,,,
Album,PNPN 0207,6624922,Rick Brisant,Candyland,Panapana,Proton LLC,13/07/2024 00:00,Minimal/tech house,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,0,,,
Single,OKMR 203,6683292,Las Bibas From Vizcaya/Julie Hicklin,Numb (The Remixes),Okmuzik,Symphonic Distribution LLC,19/07/2024 00:00,Progressive house,0,2.08,N,0.99,0,N,None,Y,Y,7,15,2.18,25.22,64,N,0,1,0,,,
Album,PNPN 0282,6665661,Rene Nicholls,Groove Grid,Panapana,Proton LLC,16/07/2024 00:00,Techno,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,0,,,
Single,NB 146,6631716,Slow Nomaden,Mumbai Beats (Radio-Edit),Nu Boheme Recordings,Music Mail,19/07/2024 00:00,Balearic/Downtempo,0,0.7,N,0,0,N,None,Y,Y,15,37,3.09,10.11,64,N,0,2,0,,,
Single,4260652 273177,6682299,Koaraktor,Hide Your Candle From The Plague Police,Kabul Fire,IDOL,19/07/2024 00:00,Hip hop/r&b,0,0.26,N,0,0,N,None,Y,Y,21,67,2.46,19.73,64,N,0,,0,,,
Compilation,PNPN 0236,6624952,Various,Generator,Panapana,Proton LLC,13/07/2024 00:00,Psychedelic trance/goa trance,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,,,,
Compilation,PNPN 0252,6665600,Various,Circuit Breaker,Panapana,Proton LLC,16/07/2024 00:00,Minimal/tech house,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,,,,
Single,SONDE 044,6695772,Auguste/Wisdom,Porto Vecchio,Sondela Recordings Ltd,InGrooves,19/07/2024 00:00,Deep house,0,0.79,N,0,0,N,None,Y,Y,11,20,28.57,37.31,64,Y,0,1,0,,,
Single,MOS 035,6681774,Bohm,Ethereal EP,MOS Recordings,ePM Online,19/07/2024 00:00,Deep house,0,8.17,N,6.39,0,N,None,Y,N,1,2,2.82,15.83,64,N,0,4,10,,,
Single,WIRLIX 922,6685866,Weitz,Save Me,Wirlix,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,0.07,N,0,0,N,None,Y,N,82,323,5.95,30.81,64,Y,0,1,0,,,
Album,PNPN 0284,6665667,Andreas Mourer,Here Comes That Sound,Panapana,Proton LLC,19/07/2024 00:00,Minimal/tech house,0,0.13,N,0,0,N,None,Y,Y,249,300,29.16,39.63,64,N,0,,0,,,
Single,CMR 379,6644525,Meglajon,Big Body Benz,CamelMusic,Proton LLC,19/07/2024 00:00,Minimal/tech house,0,0.14,N,0,0,N,None,Y,Y,10,33,0.99,16.08,64,N,0,3,0,,,
Single,DSD 272,6676175,Voser,Nukaku,Deepsessions Digital,Deepsessions,18/07/2024 00:00,Minimal/tech house,1,4.09,N,0,0,N,None,Y,N,15,47,1.69,13.22,64,Y,0,15,0,,,
Single,LSSL 020,6690532,Carine,Mon Amour,SSL Music,LabelWORX,19/07/2024 00:00,Euro/pop dance,0,0.11,N,0,0,N,None,Y,N,62,149,18.54,26.01,65,Y,0,1,1,,,
Single,SPROP 923,6681059,Ratkovsky/Alex Rogov,How Deep Is Your Love,Starix Production,Cygnus Music Ltd.,19/07/2024 00:00,Electro house/electroclash,0,0.04,N,0,0,N,None,Y,N,147,416,7.17,15.53,65,Y,0,2,0,,,
